w,i_vggish,i_spectrum,i_speechvgg,mark_speechvgg,mark_vggish,mark_spectrum,ico_2017,ico_2022,length,iconicity_mean,humor,sensory,sensory_sound,sensory_d2,conc,freq,cd,aoa
swear,0.7335016131401062,-0.3532921075820923,0.1534677502077541,0.2584750344811725,0.8172531,0.84619695,,4.3,5,0.17789241858858937,,,4.812,2.45,2.45,3.6529,2581,7.21
chuckle,0.7317492365837097,0.4841301143169403,0.0508127759481662,0.3834555485639694,0.8501276,0.81727386,,5.0,7,0.4222307089496054,3.685714286,,4.235,3.73,3.82,1.9138,66,6.3
click,0.7315646409988403,0.9033883213996888,0.4477399878153147,0.34498486525008226,0.8788757,0.7828912,4.461538462,6.7,5,0.6942309834046146,2.135135135,,4.118,4.09,4.03,2.5159,220,6.94
speak,0.728285014629364,-0.153627336025238,0.0537902330711945,0.27392968099621573,0.8417399,0.82890415,,4.3,5,0.20948263722510685,,,4.556,2.2,3.7,3.9799,4289,3.56
greeting,0.725311279296875,0.2106776684522628,0.0902330003175105,0.23827407413016255,0.8613228,0.8033721,,3.6,8,0.3420739826888828,,,3.889,,3.62,2.2175,145,6.37
gasping,0.7202082872390747,0.2556202411651611,0.0006213036811028,0.2586318804406244,0.8052785,0.7892547,,,7,0.3254832773617795,,,3.588,,3.14,2.3444,123,
cough,0.7059009671211243,-0.2966343760490417,-0.1339454830794573,0.29098455247768584,0.8019075,0.82513094,2.363636364,6.0,5,0.09177370266420842,2.111111111,,4.0,4.82,4.36,2.6522,334,4.32
voice,0.704923152923584,0.0321858003735542,0.076266365386899,0.28926971979856986,0.8239655,0.825114,0.0,,5,0.2711251062280124,2.066666667,,4.75,3.8,4.13,3.643,2396,4.83
burp,0.7032981514930725,0.0477327592670917,0.0288978731162936,0.2906098869948011,0.85811687,0.6776279,,5.6,4,0.2599762612921526,3.264705882,,3.789,4.73,4.34,1.8261,56,4.67
grunt,0.7022188305854797,0.1430345773696899,-0.0653206474202115,0.36023455556087636,0.84018064,0.83715206,,6.0,5,0.25997758684498606,2.875,,4.471,3.5,3.56,2.0569,87,8.79
apology,0.6894475817680359,0.5579276084899902,0.1065464327138611,0.2963446567558226,0.88803494,0.7204394,,,7,0.4513072076572957,,,3.75,,2.86,2.9058,636,5.56
gasp,0.6846702694892883,0.6633419394493103,0.0619501939701413,0.3259255330707199,0.8719777,0.83256704,,5.363636363636363,4,0.4699874676362466,2.28125,,4.05,4.09,4.15,1.9494,60,8.05
quiet,0.6823941469192505,0.7409428954124451,-0.0516960629108285,0.3674894240240303,0.8844516,0.83266646,1.0,,5,0.45721365980695566,2.060606061,,4.286,3.55,2.76,3.7766,3135,4.15
sob,0.6811166405677795,0.1628557443618774,-0.0587050828048498,0.2774821442637822,0.88200563,0.854826,,4.8,3,0.2617557673749357,1.735294118,,4.118,4.2,3.79,1.8921,75,9.0
human,0.6805382370948792,-0.1236769780516624,-0.1208467300066696,0.33017437431084784,0.8840372,0.85449153,,3.2,5,0.1453381763455157,,,4.056,4.09,4.93,3.8037,2931,4.83
speaking,0.6783003211021423,-0.0798632875084877,-0.0108247301937602,0.2435629158197562,0.81830233,0.7230297,,3.363636363636364,8,0.19587076779996482,,,4.158,,3.83,3.5522,2326,
request,0.6771776080131531,-0.3680567741394043,0.039527027534041,0.25982650431823456,0.8818559,0.7047975,,1.7,7,0.1162159538025966,1.818181818,,3.611,2.18,2.59,3.1156,910,8.74
talking,0.6758309602737427,-0.1896112859249115,-0.0011989080475683,0.3579019883082579,0.8701305,0.85593486,,,7,0.16167358876708762,,,4.944,,3.72,4.4046,6952,
argue,0.6754904985427856,-0.4110349118709564,-0.0063799347470113,0.3152955969174564,0.8732027,0.82877696,0.428571429,3.8,5,0.08602521730827263,,,4.059,3.2,2.75,3.0035,814,4.61
language,0.671363353729248,-0.438556969165802,0.1046360712764391,0.35637196048374664,0.89524984,0.84736794,,3.8181818181818175,8,0.11248081861329505,,,4.75,2.9,2.35,3.2531,1178,6.79
female,0.670929491519928,0.2380227446556091,0.1131448008102985,0.3491021029147857,0.85977894,0.8244594,,3.0,6,0.3406990123286118,2.068965517,,3.684,4.9,4.57,3.2076,1037,5.89
talk,0.668346643447876,-0.5459808111190796,-0.0821058378777297,0.28689116452796115,0.8872706,0.71801627,0.214285714,4.5,4,0.01341999815035555,,,4.5,2.5,4.07,4.6395,7619,3.68
ticking,0.6659596562385559,0.4134614467620849,0.0091695315455855,0.35912582489256323,0.8578544,0.8135348,,,7,0.36286354484874206,,,4.238,,3.97,2.3502,182,
woman,0.6646946668624878,-0.1629928648471832,-0.0611273754936356,0.33255344090864625,0.83619595,0.8122374,-1.2,4.4,5,0.14685814217388968,2.536585366,,4.0,5.3,4.46,4.3457,5925,4.95
sighing,0.6646574139595032,0.7284708023071289,0.0684775497779875,0.3130652894356181,0.88660914,0.84481853,,,7,0.48720192201487317,,,3.947,,3.41,2.0294,77,
slurp,0.6616523861885071,0.7285542488098145,0.0842439231072223,0.31201313545976445,0.8500892,0.83000296,3.785714286,6.4,5,0.4914835193685146,,,4.056,,3.83,1.3617,15,6.76
bang,0.6616471409797668,0.4118161499500274,0.1991629755918096,0.36298059813205535,0.83889914,0.8573433,3.833333333,,4,0.4242087555072012,2.84375,,4.125,3.55,3.77,3.0086,588,5.74
phone,0.6590854525566101,0.5063864588737488,-0.099884388192294,0.3857132376320675,0.86839265,0.8575425,0.083333333,4.5,5,0.355195841079355,,,3.905,4.18,4.86,4.1385,4502,4.11
dialogue,0.6588227152824402,0.4372117817401886,0.2129556855732988,0.35298289101146496,0.84100145,0.7865296,,3.1,8,0.4363300608653092,,,4.576,,3.0,2.3201,149,11.0
lie,0.6583475470542908,0.1072236150503158,-0.0847602401700285,0.27590024235900557,0.7873148,0.7565575,-0.636363636,4.0,3,0.22693697397819268,1.757575758,,4.167,,3.11,3.7877,3353,3.75
sitcom,0.6562079787254333,-0.1025613620877265,0.0452461466718746,0.3152996295778116,0.8940173,0.7686639,,,6,0.1996309211031938,,,4.353,,3.83,1.8976,48,10.05
laugh,0.6549050807952881,-0.056101843714714,-0.0480560338487176,0.2864712514310805,0.846276,0.85393333,0.75,4.545454545454546,5,0.1835824010772855,,,4.294,4.36,4.21,3.5061,1932,3.79
frog,0.6532289981842041,0.9218244552612304,0.3862388712732922,0.3569973869844338,0.8595672,0.85148215,2.181818182,3.8,4,0.6537641082395755,2.44,0.26,3.667,3.64,5.0,2.781,271,4.32
fighting,0.6521644592285156,0.847353458404541,0.0975642641928919,0.3834513528637699,0.7986882,0.84385496,,4.0,8,0.5323607272753161,,,3.684,,3.78,3.5577,2056,
cassette,0.651955246925354,0.8722391724586487,0.0945854113313681,0.2865276955682712,0.8221454,0.83879304,,3.1,8,0.5395932769051236,2.225,,4.263,3.55,4.6,1.9731,71,6.37
sneeze,0.6511777639389038,0.4413910210132599,-0.0328097824861768,0.28942981131207185,0.8682744,0.8103292,1.5,,6,0.3532530008219956,2.515151515,,4.105,4.4,4.03,2.179,103,4.17
monotone,0.6511436700820923,0.4841165542602539,0.2798255909727025,0.4093053383246652,0.8644582,0.82820505,,4.818181818181818,8,0.4716952717716829,,,4.0,,3.07,0.7782,5,11.11
recorder,0.6497181057929993,0.524147629737854,-0.1121437547819293,0.34748882925340324,0.85013527,0.8172431,,3.0,8,0.353907326916308,,,3.895,,4.43,2.4031,178,8.37
clunk,0.6495808959007263,0.8758420944213867,0.4787734103554659,0.37612700281899875,0.88353294,0.8006003,3.928571429,6.8,5,0.6680654668925263,3.344827586,,4.062,,3.26,1.5185,26,8.22
yell,0.646902859210968,-0.3376668393611908,-0.1404174740349095,0.3072314144927177,0.85839295,0.7766246,0.583333333,5.0,4,0.056272848604955905,,,4.263,4.36,3.86,2.9731,731,3.83
crunch,0.6462349891662598,0.7728657722473145,0.1866180142272466,0.3619658276890615,0.8761081,0.7992831,3.785714286,6.4,6,0.5352395918802736,2.857142857,,4.05,3.9,3.36,2.2553,125,5.63
unintelligible,0.6450704336166382,-0.2196642011404037,0.2882490908190327,0.25697780598001885,0.81108564,0.6488742,,3.0,14,0.23788510776508906,,,3.714,,2.07,1.415,17,14.1
spoken,0.6444005966186523,-0.1759545803070068,0.1935849156582087,0.3440484736594948,0.83752656,0.83666384,,3.4,6,0.22067697732328476,,,4.464,,3.28,3.0056,857,
actor,0.6427395939826965,-0.3063620328903198,-0.0550431464911863,0.36147202203892187,0.82288796,0.8306072,,3.5,5,0.09377813820039681,2.434782609,,4.235,2.6,4.57,3.1284,574,7.17
roar,0.6395776271820068,-0.1764578819274902,-0.0236502773809245,0.3259702386144391,0.83923167,0.8540317,3.923076923,6.2,4,0.1464898226245307,2.03125,,4.722,3.5,3.81,2.3139,143,4.79
ridicule,0.6377392411231995,-0.3164356648921966,0.0312111340849806,0.3385382810287564,0.81715953,0.82707125,,3.0,8,0.11750490343866116,,,3.882,,2.07,2.0043,84,11.85
giggle,0.6376118659973145,0.6434205174446106,0.2221317365795691,0.3720176983531227,0.82094353,0.8077633,3.0,5.818181818181818,6,0.5010547066738313,3.391304348,,4.529,3.82,3.72,1.9445,77,5.48
loudly,0.636660635471344,-0.3143195211887359,-0.0993360107898153,0.356227752080905,0.88866216,0.82518023,,,6,0.0743350344975976,,,4.444,,3.12,2.1206,110,
roaring,0.6329428553581238,-0.4831841588020324,-0.1383086375314779,0.3790286429758522,0.8621624,0.84004265,3.25,5.3,7,0.0038166863415378303,,,4.0,,3.5,2.1959,108,
drip,0.6327283382415771,0.8916090726852417,0.5373709015754676,0.3563091548172977,0.78457236,0.76765937,,5.6,4,0.6872361041674289,2.928571429,,4.438,3.58,4.14,2.4183,168,5.89
silly,0.6316383481025696,-0.0706225037574768,0.0434127385794323,0.3644940526610238,0.849787,0.8562267,,5.1,5,0.201476194308175,3.405405405,,3.647,2.9,2.2,3.4643,1845,4.17
poetry,0.6314465999603271,-0.4563813507556915,-0.0352844000154819,0.3582932736885792,0.86157143,0.85754967,1.357142857,3.363636363636364,6,0.046593616396384596,,,4.211,,3.5,2.8344,389,8.11
slam,0.6310531497001648,0.7662144303321838,0.1172376815866355,0.27901197900477037,0.868892,0.83664745,,5.5,4,0.504835087206328,2.333333333,,3.65,4.09,4.0,2.4728,239,6.94
mock,0.6303696632385254,-0.4434342682361603,-0.1119809917450006,0.3761536934292625,0.85987586,0.80615294,,3.636363636363636,4,0.024984801085788155,2.837837838,,3.688,2.5,2.43,2.4393,202,9.05
argument,0.6293044090270996,-0.3113227784633636,0.0750758774763694,0.38636945977080356,0.8200951,0.854071,,4.3,8,0.1310191693467018,,,4.0,,2.85,2.9385,702,7.55
funny,0.6289867758750916,0.1478632986545562,-0.0532091206633646,0.35166200546550946,0.89503616,0.8439908,,2.9,5,0.24121365128876104,,,4.1,4.6,2.5,4.0464,4659,5.47
rude,0.6289618611335754,-0.2906249463558197,-0.0819913997892205,0.38778722891466,0.87315744,0.8158586,,4.916666666666667,4,0.08544850499617841,,,4.056,2.3,2.52,3.0515,885,7.11
whispering,0.6267179250717163,-0.3573584258556366,0.0519723841665589,0.31709522009487384,0.8928603,0.84007996,2.923076923,5.363636363636363,10,0.10711062779421288,,,4.765,,3.37,2.617,274,
laughter,0.6253983378410339,-0.3458802402019501,0.0135769026755918,0.34297663663657507,0.8756853,0.84971833,0.909090909,4.2,8,0.09769833343822522,3.214285714,,4.75,,4.22,2.8482,396,5.39
sigh,0.6236697435379028,0.1138070076704025,0.0113341338873288,0.2594052278764035,0.88493973,0.8373299,2.8,6.8,4,0.24960362836521136,2.535714286,,3.714,3.91,3.89,2.2405,131,7.39
groan,0.6223145723342896,0.2132238149642944,-0.0171360141953408,0.38084757565311633,0.8902093,0.8421905,3.230769231,5.1,5,0.2728007910344144,2.576923077,,4.07,4.1,4.09,1.6812,40,8.7
rattle,0.6208869218826294,0.283951997756958,0.0046783533821534,0.3752736993828587,0.88750553,0.857678,3.272727273,5.6,6,0.3031724243405803,2.575757576,0.01,4.476,3.09,4.07,2.238,142,4.5
moan,0.6203068494796753,0.0748885720968246,-0.0242400952622656,0.25588147711412995,0.7898563,0.85615844,3.714285714,6.0,4,0.2236517754380781,2.666666667,,4.278,4.5,3.72,1.9868,82,7.72
cry,0.6133454442024231,-0.3393994271755218,-0.0936739215423335,0.3348187956028628,0.86362004,0.8243981,0.866666667,,3,0.06009069849485593,1.696969697,,3.812,3.91,4.0,3.5249,1900,2.78
quack,0.6117073893547058,0.7921380996704102,0.1876832927298648,0.3419888242963939,0.8748021,0.81379354,4.076923077,,5,0.530509593918327,,,4.647,4.6,3.93,2.3747,86,5.25
television,0.6114203333854675,0.5097845196723938,-0.1448131432911919,0.3501545671582946,0.8682897,0.7943706,,,10,0.32546390325555646,,,4.471,,4.83,3.238,935,4.11
laughing,0.6093680262565613,-0.3771036565303802,-0.1673599853364282,0.36148472961506284,0.8880569,0.84180355,0.5,5.3,8,0.021634794796584294,,,4.47,,3.96,3.4262,1515,
whine,0.6090943217277527,-0.3740190863609314,-0.1873475746757584,0.32279738210149206,0.8651386,0.8632353,2.666666667,,5,0.015909220230354276,2.833333333,,3.889,3.64,3.4,1.9243,80,5.53
meow,0.6085257530212402,0.603031575679779,0.3258341266948829,0.24607535323470858,0.87245214,0.79456234,3.5,5.8,4,0.5124638184653008,,,4.75,5.09,3.92,2.179,77,4.0
whir,0.6082915663719177,-0.2538421154022217,-0.1047244256264399,0.30343363929289124,0.8828493,0.7819896,,5.5,4,0.08324167511441871,,,4.143,,2.62,0.7782,4,10.38
poem,0.6080945134162903,-0.2127981930971145,-0.0749694349429326,0.286854970951158,0.7815977,0.8567885,,4.0,4,0.10677562845874773,2.212121212,,4.4,4.56,4.03,2.8432,314,6.89
hiss,0.6076968312263489,-0.2227695137262344,0.0133567168644954,0.22447521130369394,0.87438923,0.8355761,4.153846154,,4,0.1327613447882033,,,3.941,3.33,3.6,1.6812,25,6.33
growl,0.6067338585853577,0.0362504459917545,-0.1300436082416477,0.3156524440429384,0.88657945,0.831628,2.923076923,6.3,5,0.17098023211182148,,,4.312,4.17,4.3,1.7076,44,5.79
buzz,0.6066136360168457,-0.5304790735244751,-0.1816678863830386,0.2757661637722571,0.8458873,0.833623,3.692307692,6.7,4,-0.03517777463022265,,,3.588,4.64,3.7,2.9112,383,7.1
whisper,0.603699266910553,-0.1468862146139145,0.048689406948404,0.2919819048038793,0.8586211,0.83134806,2.538461538,,7,0.1685008197483475,2.6,,4.562,4.09,4.34,2.6064,300,4.26
drill,0.6028761863708496,-0.568684458732605,-0.1254126338632977,0.3393274032519506,0.8754314,0.74014854,0.909090909,5.3,5,-0.03040696874168436,,1.49,3.684,3.09,4.4,2.8463,466,7.14
creature,0.6005072593688965,0.2275358885526657,-0.1980558524140378,0.32702426799889006,0.8889467,0.76979685,,3.909090909090909,8,0.20999576516917481,,,3.733,4.2,4.07,3.0386,657,7.32
chant,0.6001856327056885,-0.4062803387641907,-0.2246724616766486,0.3912236421011197,0.8520245,0.8511919,,4.9,5,-0.010255722578383586,2.166666667,,4.316,3.0,4.0,2.0682,82,6.88
ringing,0.5949308276176453,0.2292130142450332,-0.2112593522181307,0.35902123459189694,0.8636212,0.85598874,,,7,0.20429482988151593,,,4.368,,3.86,2.9542,574,
insult,0.5949225425720215,-0.4443266689777374,-0.1203951109073804,0.2975753626559549,0.87450093,0.83992416,0.833333333,3.5454545454545454,6,0.010066920895634546,1.916666667,,3.647,3.73,2.79,2.8062,536,8.63
politics,0.5947540402412415,-0.3343225419521332,0.1450453772035439,0.334072084347519,0.8452805,0.7796654,,2.4,8,0.13515895849755075,,,3.824,,2.66,2.9274,529,9.37
saying,0.5945549607276917,0.280815064907074,0.1942907986365549,0.30926253374033313,0.876863,0.84862447,,3.5,6,0.3565536080904402,,,4.333,2.2,2.58,4.1725,5819,4.95
word,0.5930453538894653,-0.4096136391162872,0.020943199943442,0.33166197982542456,0.8879704,0.80544645,,3.2,4,0.06812497157220672,2.09375,,4.176,1.42,3.56,4.0797,5147,4.42
hum,0.5911976099014282,-0.6044716238975525,-0.1051914855843892,0.3136218766229467,0.83128005,0.79212916,3.769230769,5.3,3,-0.039488499860171146,,,4.476,4.6,4.62,2.3927,142,5.8
lion,0.5907106995582581,-0.3686064481735229,-0.0695423986874085,0.3262543981670841,0.86071503,0.80725896,-0.352941176,3.25,4,0.0508539508991089,2.108108108,2.47,3.882,5.0,4.96,2.8943,328,4.42
gargle,0.5900522470474243,-0.4285444617271423,0.0187657898672323,0.34412325842384306,0.82790697,0.84169143,,5.6,6,0.060091191729171455,3.264705882,,3.579,3.1,4.31,1.4914,27,8.58
radio,0.5890863537788391,-0.470668226480484,-0.1911700800807818,0.3812248609546183,0.8917594,0.83448964,0.583333333,,5,-0.02425065092747558,,-0.07,4.722,,4.74,3.5952,1624,5.17
thud,0.588487982749939,0.9358782768249512,0.4875155094764921,0.3575665026155938,0.840309,0.7850819,3.384615385,6.3,4,0.6706272563504608,3.081081081,,4.684,3.2,3.2,2.0,72,8.06
snore,0.5870274305343628,-0.4457472860813141,-0.2529769659758737,0.2744572995899169,0.8462419,0.84662515,2.769230769,,5,-0.03723227384094167,2.962962963,,4.556,3.92,4.39,1.9191,72,5.94
recital,0.5864556431770325,-0.3388985693454742,0.191145826922058,0.27351786520842614,0.87253,0.8209805,,,7,0.14623430025120543,,,4.606,,3.86,2.179,75,6.95
explode,0.5855304002761841,0.1449994295835495,-0.0010329767599591,0.2674583091257512,0.8902081,0.7745305,2.727272727,5.454545454545454,7,0.24316561769992484,,,3.632,5.2,4.1,2.699,409,7.0
pop,0.5849622488021851,0.8867826461791992,0.4893790860614949,0.31174886612696606,0.8870475,0.74034923,4.076923077,6.4,3,0.6537079936809597,3.294117647,,3.667,4.64,4.22,3.5368,1548,4.48
whoosh,0.5841974020004272,0.1775055974721908,0.1300087318393557,0.336127906972678,0.8507238,0.8378866,,,6,0.2972372437706579,,,3.6,,2.64,1.7853,42,
babble,0.5837880373001099,-0.4337187707424164,0.053039442785043,0.3236296358394126,0.85769,0.824714,3.538461538,,6,0.0677029031142455,3.161290323,,4.0,3.2,3.31,1.6532,41,7.17
gurgle,0.5826038718223572,-0.2828534841537475,-0.0589980108177738,0.38493209271799816,0.88614863,0.8280368,4.416666667,5.5,6,0.08025079228361197,,,4.2,,4.31,1.1139,9,7.74
humor,0.5820949077606201,-0.0752672255039215,-0.0189092084205221,0.34670251096524446,0.8612867,0.86912435,-1.083333333,3.4,5,0.1626394912787255,,,4.0,4.22,2.26,2.9294,675,7.17
snap,0.5813090801239014,0.8007770776748657,0.2037645609112125,0.38111479948420135,0.8527253,0.81077904,,6.4,4,0.5286169062366598,2.416666667,,3.737,3.55,4.1,2.9484,656,6.05
person,0.5787857174873352,-0.3376004099845886,0.0616776655488575,0.3486315356875249,0.7842665,0.84856755,-0.2,4.3,6,0.1009543243505347,2.189189189,,3.818,4.3,4.72,4.0357,4712,4.67
answer,0.5784541964530945,0.8543559312820435,0.0975985087601325,0.25635703209610755,0.8780442,0.8345773,0.5625,4.2,6,0.5101362121650902,2.175,,3.824,1.9,2.89,3.9536,4344,5.43
